,,text,target,Text,text_final
528,37799,So when we see stories about food insecurity in the US arising from COVID 19 what we re seeing is a demand disruption for perishable goods It s very important to note that more people aren t starving to death specifically due to this supply chain disruption 19,0,"['so', 'when', 'we', 'see', 'stories', 'about', 'food', 'insecurity', 'in', 'the', 'us', 'arising', 'from', 'covid', '19', 'what', 'we', 're', 'seeing', 'is', 'a', 'demand', 'disruption', 'for', 'perishable', 'goods', 'it', 's', 'very', 'important', 'to', 'note', 'that', 'more', 'people', 'aren', 't', 'starving', 'to', 'death', 'specifically', 'due', 'to', 'this', 'supply', 'chain', 'disruption', '19']","['see', 'story', 'food', 'insecurity', 'u', 'arise', 'covid', 'see', 'demand', 'disruption', 'perishable', 'good', 'important', 'note', 'people', 'starve', 'death', 'specifically', 'due', 'supply', 'chain', 'disruption']"
529,37524,"Farmers Dump Milk, Break Eggs as Restaurant Closings Destroy Demand :-( #COVID?19 #COVID2019 
WSJ: The closing of restaurants due to coronavirus forces tough decisions like the one at a Wisconsin farm to dump 6,000 gallons of milk into a manure pit https://t.co/14gGvOYthN",0,"['farmers', 'dump', 'milk', ',', 'break', 'eggs', 'as', 'restaurant', 'closings', 'destroy', 'demand', ':', '-', '(', '#', 'covid', '?', '19', '#', 'covid2019', 'wsj', ':', 'the', 'closing', 'of', 'restaurants', 'due', 'to', 'coronavirus', 'forces', 'tough', 'decisions', 'like', 'the', 'one', 'at', 'a', 'wisconsin', 'farm', 'to', 'dump', '6,000', 'gallons', 'of', 'milk', 'into', 'a', 'manure', 'pit', 'https', ':', '//t.co/14ggvoythn']","['farmer', 'dump', 'milk', 'break', 'egg', 'restaurant', 'closing', 'destroy', 'demand', 'covid', 'wsj', 'closing', 'restaurant', 'due', 'coronavirus', 'force', 'tough', 'decision', 'like', 'one', 'wisconsin', 'farm', 'dump', 'gallon', 'milk', 'manure', 'pit', 'http']"
530,40869,Learn more about the risks of #COVID19 &amp; #T1D. According to @JDRF those w/ T1D are not at greater risk if they have a reasonable A1C but consistently high blood sugar can make people more susceptible to infection. Read more: https://t.co/mw3C9WEykL,0,"['learn', 'more', 'about', 'the', 'risks', 'of', '#', 'covid19', '&', 'amp', ';', '#', 't1d', '.', 'according', 'to', '@', 'jdrf', 'those', 'w/', 't1d', 'are', 'not', 'at', 'greater', 'risk', 'if', 'they', 'have', 'a', 'reasonable', 'a1c', 'but', 'consistently', 'high', 'blood', 'sugar', 'can', 'make', 'people', 'more', 'susceptible', 'to', 'infection', '.', 'read', 'more', ':', 'https', ':', '//t.co/mw3c9weykl']","['learn', 'risk', 'amp', 'accord', 'jdrf', 'great', 'risk', 'reasonable', 'consistently', 'high', 'blood', 'sugar', 'make', 'people', 'susceptible', 'infection', 'read', 'http']"
531,36288,"@PMOIndia I would like to appreciate your efforts in combating COVID 19. It is very important to maintain sufficient stock of food grains. Please insist state government to encourage farmers to grow more food grains. Muddappa 
@PMOIndia @AmitShah",2,"['@', 'pmoindia', 'i', 'would', 'like', 'to', 'appreciate', 'your', 'efforts', 'in', 'combating', 'covid', '19.', 'it', 'is', 'very', 'important', 'to', 'maintain', 'sufficient', 'stock', 'of', 'food', 'grains', '.', 'please', 'insist', 'state', 'government', 'to', 'encourage', 'farmers', 'to', 'grow', 'more', 'food', 'grains', '.', 'muddappa', '@', 'pmoindia', '@', 'amitshah']","['pmoindia', 'would', 'like', 'appreciate', 'effort', 'combat', 'covid', 'important', 'maintain', 'sufficient', 'stock', 'food', 'grain', 'please', 'insist', 'state', 'government', 'encourage', 'farmer', 'grow', 'food', 'grain', 'muddappa', 'pmoindia', 'amitshah']"
532,39649,We just published our latest real-time market data update - we're seeing US home prices stabilize after dropping in March at the onset of the COVID-19 crisis. Watch the video analysis here: https://t.co/B0D93946W3,0,"['we', 'just', 'published', 'our', 'latest', 'real-time', 'market', 'data', 'update', '-', 'we', ""'re"", 'seeing', 'us', 'home', 'prices', 'stabilize', 'after', 'dropping', 'in', 'march', 'at', 'the', 'onset', 'of', 'the', 'covid-19', 'crisis', '.', 'watch', 'the', 'video', 'analysis', 'here', ':', 'https', ':', '//t.co/b0d93946w3']","['publish', 'late', 'market', 'data', 'update', 'see', 'u', 'home', 'price', 'stabilize', 'drop', 'march', 'onset', 'crisis', 'watch', 'video', 'analysis', 'http']"
533,35019,York County companies produce and donate hand sanitizer to first responders https://t.co/zz2eou6gQz @YCoCoroner @yorkcounty_da @yorkcountypa @YorkCounty911 #coronavirus #COVID?19,2,"['york', 'county', 'companies', 'produce', 'and', 'donate', 'hand', 'sanitizer', 'to', 'first', 'responders', 'https', ':', '//t.co/zz2eou6gqz', '@', 'ycocoroner', '@', 'yorkcounty_da', '@', 'yorkcountypa', '@', 'yorkcounty911', '#', 'coronavirus', '#', 'covid', '?', '19']","['york', 'county', 'company', 'produce', 'donate', 'hand', 'sanitizer', 'first', 'responder', 'https', 'ycocoroner', 'yorkcountypa', 'coronavirus', 'covid']"
534,39402,Going to the supermarket now gets me on edge. Not because im nervous of #COVID__19 but because to much stupidity in one place makes me a very angry person,0,"['going', 'to', 'the', 'supermarket', 'now', 'gets', 'me', 'on', 'edge', '.', 'not', 'because', 'im', 'nervous', 'of', '#', 'covid__19', 'but', 'because', 'to', 'much', 'stupidity', 'in', 'one', 'place', 'makes', 'me', 'a', 'very', 'angry', 'person']","['go', 'supermarket', 'get', 'edge', 'im', 'nervous', 'much', 'stupidity', 'one', 'place', 'make', 'angry', 'person']"
535,33080,"Make sure your hand sanitiser has not passed its expiration date as it may be less effective then.
#COVID19 #Sanitizer #coronavirus #kitajagakita
https://t.co/adwzYEQxap",2,"['make', 'sure', 'your', 'hand', 'sanitiser', 'has', 'not', 'passed', 'its', 'expiration', 'date', 'as', 'it', 'may', 'be', 'less', 'effective', 'then', '.', '#', 'covid19', '#', 'sanitizer', '#', 'coronavirus', '#', 'kitajagakita', 'https', ':', '//t.co/adwzyeqxap']","['make', 'sure', 'hand', 'sanitiser', 'pass', 'expiration', 'date', 'may', 'less', 'effective', 'sanitizer', 'coronavirus', 'kitajagakita', 'http']"
536,32598,Feeling very seen https://t.co/r6YeQ94afc,2,"['feeling', 'very', 'seen', 'https', ':', '//t.co/r6yeq94afc']","['feel', 'see', 'http']"
537,40970,"Visiting the grocery store in person is a bit of a guessing game. To deal with all of this uncertainty, people have begun moving their grocery shopping online in droves. https://t.co/SezKRbe8Hq https://t.co/qDxsRE2lfE",0,"['visiting', 'the', 'grocery', 'store', 'in', 'person', 'is', 'a', 'bit', 'of', 'a', 'guessing', 'game', '.', 'to', 'deal', 'with', 'all', 'of', 'this', 'uncertainty', ',', 'people', 'have', 'begun', 'moving', 'their', 'grocery', 'shopping', 'online', 'in', 'droves', '.', 'https', ':', '//t.co/sezkrbe8hq', 'https', ':', '//t.co/qdxsre2lfe']","['visit', 'grocery', 'store', 'person', 'bit', 'guessing', 'game', 'deal', 'uncertainty', 'people', 'begin', 'move', 'grocery', 'shopping', 'online', 'drove', 'http', 'http']"
538,35481,I'm a #Northern #ToiletPaper gal..we have 9 rolls left. Last night Gary came home with #AngelSoft. He's going to start using it in the guest bathroom. I love him for making this sacrifice. #coronavirus life.,2,"['i', ""'m"", 'a', '#', 'northern', '#', 'toiletpaper', 'gal..we', 'have', '9', 'rolls', 'left', '.', 'last', 'night', 'gary', 'came', 'home', 'with', '#', 'angelsoft', '.', 'he', ""'s"", 'going', 'to', 'start', 'using', 'it', 'in', 'the', 'guest', 'bathroom', '.', 'i', 'love', 'him', 'for', 'making', 'this', 'sacrifice', '.', '#', 'coronavirus', 'life', '.']","['northern', 'toiletpaper', 'roll', 'leave', 'last', 'night', 'gary', 'come', 'home', 'angelsoft', 'go', 'start', 'use', 'guest', 'bathroom', 'love', 'make', 'sacrifice', 'coronavirus', 'life']"
539,35527,"Read about how our Anthem Memory Care CEO, Isaac Scott, hit the road in search of a unique source for hand sanitizer for the heroes of our communities! https://t.co/dnUJvPblyV #Coronavirus #MemoryCare #PPE #Heroes #ThursdayThoughts",2,"['read', 'about', 'how', 'our', 'anthem', 'memory', 'care', 'ceo', ',', 'isaac', 'scott', ',', 'hit', 'the', 'road', 'in', 'search', 'of', 'a', 'unique', 'source', 'for', 'hand', 'sanitizer', 'for', 'the', 'heroes', 'of', 'our', 'communities', '!', 'https', ':', '//t.co/dnujvpblyv', '#', 'coronavirus', '#', 'memorycare', '#', 'ppe', '#', 'heroes', '#', 'thursdaythoughts']","['read', 'anthem', 'memory', 'care', 'ceo', 'isaac', 'scott', 'hit', 'road', 'search', 'unique', 'source', 'hand', 'sanitizer', 'hero', 'community', 'http', 'coronavirus', 'memorycare', 'ppe', 'hero', 'thursdaythoughts']"
540,38750,"Experts are warning that #Algeria could face economic and social collapse as a result of low crude #oil prices brought on by the #coronavirus crisis
https://t.co/qwutcOcoGk",0,"['experts', 'are', 'warning', 'that', '#', 'algeria', 'could', 'face', 'economic', 'and', 'social', 'collapse', 'as', 'a', 'result', 'of', 'low', 'crude', '#', 'oil', 'prices', 'brought', 'on', 'by', 'the', '#', 'coronavirus', 'crisis', 'https', ':', '//t.co/qwutcocogk']","['expert', 'warn', 'algeria', 'could', 'face', 'economic', 'social', 'collapse', 'result', 'low', 'crude', 'oil', 'price', 'bring', 'coronavirus', 'crisis', 'http']"
541,33957,It took a while to get them all but here are all of Wednesday s numbers charted Time to go to the supermarket now so I can keep an 80 year old safe in her bubble with ample merlot amp camembert Her shopping lists are a delight,2,"['it', 'took', 'a', 'while', 'to', 'get', 'them', 'all', 'but', 'here', 'are', 'all', 'of', 'wednesday', 's', 'numbers', 'charted', 'time', 'to', 'go', 'to', 'the', 'supermarket', 'now', 'so', 'i', 'can', 'keep', 'an', '80', 'year', 'old', 'safe', 'in', 'her', 'bubble', 'with', 'ample', 'merlot', 'amp', 'camembert', 'her', 'shopping', 'lists', 'are', 'a', 'delight']","['take', 'get', 'wednesday', 'number', 'chart', 'time', 'go', 'supermarket', 'keep', 'year', 'old', 'safe', 'bubble', 'ample', 'merlot', 'amp', 'camembert', 'shopping', 'list', 'delight']"
542,37701,"Experience of a Sainsbury's Online Shopping Staff (Key Worker) during COVID-19 #pushingtargets #COVID19 #keyworker 

@10DowningStreet @susannareid100
@piersmorgan
@hollywills
@Schofe

Please help us https://t.co/aoaxlkr1Jy",2,"['experience', 'of', 'a', 'sainsbury', ""'s"", 'online', 'shopping', 'staff', '(', 'key', 'worker', ')', 'during', 'covid-19', '#', 'pushingtargets', '#', 'covid19', '#', 'keyworker', '@', '10downingstreet', '@', 'susannareid100', '@', 'piersmorgan', '@', 'hollywills', '@', 'schofe', 'please', 'help', 'us', 'https', ':', '//t.co/aoaxlkr1jy']","['experience', 'sainsbury', 'online', 'shopping', 'staff', 'key', 'worker', 'pushingtargets', 'keyworker', 'piersmorgan', 'hollywills', 'schofe', 'please', 'help', 'u', 'https']"
543,33157,"The independent oil and gas exploration and production company have due to the current business climate in the oil industry hedged its investments.
https://t.co/6WYOns0HbL
#tullowoil #oilandgas #oilprice #oilindustry #coronavirus #Ghana #Africa",2,"['the', 'independent', 'oil', 'and', 'gas', 'exploration', 'and', 'production', 'company', 'have', 'due', 'to', 'the', 'current', 'business', 'climate', 'in', 'the', 'oil', 'industry', 'hedged', 'its', 'investments', '.', 'https', ':', '//t.co/6wyons0hbl', '#', 'tullowoil', '#', 'oilandgas', '#', 'oilprice', '#', 'oilindustry', '#', 'coronavirus', '#', 'ghana', '#', 'africa']","['independent', 'oil', 'gas', 'exploration', 'production', 'company', 'due', 'current', 'business', 'climate', 'oil', 'industry', 'hedge', 'investment', 'http', 'tullowoil', 'oilandgas', 'oilprice', 'oilindustry', 'coronavirus', 'ghana', 'africa']"
544,38515,CDC should ask everyone to use water instead of toilet paper. You can get bidet/jet for as low as $35 and easy to install too. #COVID?19 #coronavirus #ToiletPaperPanic #toiletpaper #toiletpapercrisis #ToiletPaperApocalypse  @NIAIDNews @CDCgov,2,"['cdc', 'should', 'ask', 'everyone', 'to', 'use', 'water', 'instead', 'of', 'toilet', 'paper', '.', 'you', 'can', 'get', 'bidet/jet', 'for', 'as', 'low', 'as', '$', '35', 'and', 'easy', 'to', 'install', 'too', '.', '#', 'covid', '?', '19', '#', 'coronavirus', '#', 'toiletpaperpanic', '#', 'toiletpaper', '#', 'toiletpapercrisis', '#', 'toiletpaperapocalypse', '@', 'niaidnews', '@', 'cdcgov']","['cdc', 'ask', 'everyone', 'use', 'water', 'instead', 'toilet', 'paper', 'get', 'low', 'easy', 'install', 'covid', 'coronavirus', 'toiletpaperpanic', 'toiletpaper', 'toiletpapercrisis', 'toiletpaperapocalypse', 'niaidnews', 'cdcgov']"
545,32414,Very interesting article on how #coronavirus is shifting #wine comsumption. Are we seeing the end of premiumization? #winetasting #winedrinking #winelover #wineindustry https://t.co/XheHft2AmY https://t.co/dNJVkdBKnh,2,"['very', 'interesting', 'article', 'on', 'how', '#', 'coronavirus', 'is', 'shifting', '#', 'wine', 'comsumption', '.', 'are', 'we', 'seeing', 'the', 'end', 'of', 'premiumization', '?', '#', 'winetasting', '#', 'winedrinking', '#', 'winelover', '#', 'wineindustry', 'https', ':', '//t.co/xhehft2amy', 'https', ':', '//t.co/dnjvkdbknh']","['interesting', 'article', 'coronavirus', 'shift', 'wine', 'comsumption', 'see', 'end', 'premiumization', 'winetasting', 'winedrinking', 'winelover', 'wineindustry', 'http', 'http']"
546,38231,Just queuing to go into my local supermarket. Woman in front takes a snotty old tissue out of her handbag. Blows her nose and places said tissue straight back into her handbag. She then puts her unwashed hands back onto the the handle of the trolley sheÂs pushing ? #Coronavirus,2,"['just', 'queuing', 'to', 'go', 'into', 'my', 'local', 'supermarket', '.', 'woman', 'in', 'front', 'takes', 'a', 'snotty', 'old', 'tissue', 'out', 'of', 'her', 'handbag', '.', 'blows', 'her', 'nose', 'and', 'places', 'said', 'tissue', 'straight', 'back', 'into', 'her', 'handbag', '.', 'she', 'then', 'puts', 'her', 'unwashed', 'hands', 'back', 'onto', 'the', 'the', 'handle', 'of', 'the', 'trolley', 'sheâ\x92s', 'pushing', '?', '#', 'coronavirus']","['queue', 'go', 'local', 'supermarket', 'woman', 'front', 'take', 'snotty', 'old', 'tissue', 'handbag', 'blow', 'nose', 'place', 'say', 'tissue', 'straight', 'back', 'handbag', 'put', 'unwashed', 'hand', 'back', 'onto', 'handle', 'trolley', 'push', 'coronavirus']"
547,37604,Although nobody truly knows what the world will be like after COVID 19 we can assume that there will be an increase in online shopping events and,2,"['although', 'nobody', 'truly', 'knows', 'what', 'the', 'world', 'will', 'be', 'like', 'after', 'covid', '19', 'we', 'can', 'assume', 'that', 'there', 'will', 'be', 'an', 'increase', 'in', 'online', 'shopping', 'events', 'and']","['although', 'nobody', 'truly', 'know', 'world', 'like', 'covid', 'assume', 'increase', 'online', 'shopping', 'event']"
548,39392,"New Product Alert - Vision Source Pure &amp; Clean Disinfectant. KILLS CORONAVIRUS. Product info: https://t.co/KNkANrdypk
To order: 301-324-9500 | 301-681-9797
Order online: 
https://t.co/Tkb4hFQpUv
#coronavirus #covid #covid19 #disinfectant #pgcounty #sanitizer #visualeyes https://t.co/ZDs8d1O3Je",2,"['new', 'product', 'alert', '-', 'vision', 'source', 'pure', '&', 'amp', ';', 'clean', 'disinfectant', '.', 'kills', 'coronavirus', '.', 'product', 'info', ':', 'https', ':', '//t.co/knkanrdypk', 'to', 'order', ':', '301-324-9500', '|', '301-681-9797', 'order', 'online', ':', 'https', ':', '//t.co/tkb4hfqpuv', '#', 'coronavirus', '#', 'covid', '#', 'covid19', '#', 'disinfectant', '#', 'pgcounty', '#', 'sanitizer', '#', 'visualeyes', 'https', ':', '//t.co/zds8d1o3je']","['new', 'product', 'alert', 'vision', 'source', 'pure', 'amp', 'clean', 'disinfectant', 'kill', 'coronavirus', 'product', 'info', 'http', 'order', 'order', 'online', 'http', 'coronavirus', 'covid', 'disinfectant', 'pgcounty', 'sanitizer', 'visualeyes', 'http']"
549,39876,Check out this important Consumer Alert from on COVID 19 and the incoming economic relief payments Educate yourself so you don t fall prey to scammers tricks,2,"['check', 'out', 'this', 'important', 'consumer', 'alert', 'from', 'on', 'covid', '19', 'and', 'the', 'incoming', 'economic', 'relief', 'payments', 'educate', 'yourself', 'so', 'you', 'don', 't', 'fall', 'prey', 'to', 'scammers', 'tricks']","['check', 'important', 'consumer', 'alert', 'covid', 'incoming', 'economic', 'relief', 'payment', 'educate', 'fall', 'prey', 'scammer', 'trick']"
550,41147,YÂall really shitting that much more at home?? #COVID19 #coronavirus #toiletpaper,0,"['yâ\x92all', 'really', 'shitting', 'that', 'much', 'more', 'at', 'home', '?', '?', '#', 'covid19', '#', 'coronavirus', '#', 'toiletpaper']","['really', 'shit', 'much', 'home', 'coronavirus', 'toiletpaper']"
551,38116,"Unless you've been stockpiling hand sanitizer, youÂll likely have a hard time finding any anywhere right now. Thankfully all it takes is 3 ingredients to make your own hand sanitizer at home.
recipe here
https://t.co/VUMEV36vSX
#drpolcino
#covid19
#coronavirus
#diy
#handsanitizer https://t.co/DuGBpBLE8h",2,"['unless', 'you', ""'ve"", 'been', 'stockpiling', 'hand', 'sanitizer', ',', 'youâ\x92ll', 'likely', 'have', 'a', 'hard', 'time', 'finding', 'any', 'anywhere', 'right', 'now', '.', 'thankfully', 'all', 'it', 'takes', 'is', '3', 'ingredients', 'to', 'make', 'your', 'own', 'hand', 'sanitizer', 'at', 'home', '.', 'recipe', 'here', 'https', ':', '//t.co/vumev36vsx', '#', 'drpolcino', '#', 'covid19', '#', 'coronavirus', '#', 'diy', '#', 'handsanitizer', 'https', ':', '//t.co/dugbpble8h']","['unless', 'stockpile', 'hand', 'sanitizer', 'likely', 'hard', 'time', 'find', 'anywhere', 'right', 'thankfully', 'take', 'ingredient', 'make', 'hand', 'sanitizer', 'home', 'recipe', 'https', 'drpolcino', 'coronavirus', 'diy', 'handsanitizer', 'http']"
552,38851,"When you just want to go to the grocery store...?
 #StayHome #Covid_19 #mood #tiktok https://t.co/7mrxqZO7Qg",2,"['when', 'you', 'just', 'want', 'to', 'go', 'to', 'the', 'grocery', 'store', '...', '?', '#', 'stayhome', '#', 'covid_19', '#', 'mood', '#', 'tiktok', 'https', ':', '//t.co/7mrxqzo7qg']","['want', 'go', 'grocery', 'store', 'stayhome', 'mood', 'tiktok', 'http']"
553,37887,Want to pay my respects to my brother Brian and all those who are tirelessly deep cleaning and santizing nursing homes hse buildings etc all around the country in order to help save lives,2,"['want', 'to', 'pay', 'my', 'respects', 'to', 'my', 'brother', 'brian', 'and', 'all', 'those', 'who', 'are', 'tirelessly', 'deep', 'cleaning', 'and', 'santizing', 'nursing', 'homes', 'hse', 'buildings', 'etc', 'all', 'around', 'the', 'country', 'in', 'order', 'to', 'help', 'save', 'lives']","['want', 'pay', 'respect', 'brother', 'brian', 'tirelessly', 'deep', 'cleaning', 'santizing', 'nursing', 'home', 'hse', 'building', 'etc', 'around', 'country', 'order', 'help', 'save', 'life']"
554,33676,Home delivered beer online shopping and butter tarts how small businesses in are surviving COVID 19,2,"['home', 'delivered', 'beer', 'online', 'shopping', 'and', 'butter', 'tarts', 'how', 'small', 'businesses', 'in', 'are', 'surviving', 'covid', '19']","['home', 'deliver', 'beer', 'online', 'shopping', 'butter', 'tart', 'small', 'business', 'survive', 'covid']"
555,34267,"@ekmisao Thanks. Haha. The thing is, the supermarket has sent out a newsletter saying that if we have cold-like symptoms, even if it's not Covid-19, we're not supposed to go to the supermarket. The problem is: I'm out of chocolate! ?",2,"['@', 'ekmisao', 'thanks', '.', 'haha', '.', 'the', 'thing', 'is', ',', 'the', 'supermarket', 'has', 'sent', 'out', 'a', 'newsletter', 'saying', 'that', 'if', 'we', 'have', 'cold-like', 'symptoms', ',', 'even', 'if', 'it', ""'s"", 'not', 'covid-19', ',', 'we', ""'re"", 'not', 'supposed', 'to', 'go', 'to', 'the', 'supermarket', '.', 'the', 'problem', 'is', ':', 'i', ""'m"", 'out', 'of', 'chocolate', '!', '?']","['ekmisao', 'thanks', 'haha', 'thing', 'supermarket', 'send', 'newsletter', 'say', 'symptom', 'even', 'suppose', 'go', 'supermarket', 'problem', 'chocolate']"
556,37060,"How will consumers behave after #covid19 pandemic? There are different options: 
- #ecommerce: increase of 14% ?
- #onlineinteraction: mainly social media?
- #brandexperience: demand to build trust?
https://t.co/oy4v9itYaA",2,"['how', 'will', 'consumers', 'behave', 'after', '#', 'covid19', 'pandemic', '?', 'there', 'are', 'different', 'options', ':', '-', '#', 'ecommerce', ':', 'increase', 'of', '14', '%', '?', '-', '#', 'onlineinteraction', ':', 'mainly', 'social', 'media', '?', '-', '#', 'brandexperience', ':', 'demand', 'to', 'build', 'trust', '?', 'https', ':', '//t.co/oy4v9ityaa']","['consumer', 'behave', 'pandemic', 'different', 'option', 'ecommerce', 'increase', 'onlineinteraction', 'mainly', 'social', 'medium', 'brandexperience', 'demand', 'build', 'trust', 'http']"
557,39251,Run out of drinking water! Will go walk to the nearest grocery store! DonÂt forget to wear a mask and #socialdistancing and carry hand sanitizer. #fightcovid19,2,"['run', 'out', 'of', 'drinking', 'water', '!', 'will', 'go', 'walk', 'to', 'the', 'nearest', 'grocery', 'store', '!', 'donâ\x92t', 'forget', 'to', 'wear', 'a', 'mask', 'and', '#', 'socialdistancing', 'and', 'carry', 'hand', 'sanitizer', '.', '#', 'fightcovid19']","['run', 'drinking', 'water', 'go', 'walk', 'near', 'grocery', 'store', 'forget', 'wear', 'mask', 'socialdistancing', 'carry', 'hand', 'sanitizer']"
558,37679,Covid-19 is a once-in-a-lifetime chance to reshape a basic consumer #behavior #behaviorchange  https://t.co/d1bkk9Zj3n,2,"['covid-19', 'is', 'a', 'once-in-a-lifetime', 'chance', 'to', 'reshape', 'a', 'basic', 'consumer', '#', 'behavior', '#', 'behaviorchange', 'https', ':', '//t.co/d1bkk9zj3n']","['chance', 'reshape', 'basic', 'consumer', 'behavior', 'behaviorchange', 'http']"
559,38027,of all the uses and misuses of a #supermarket #plastic #bag ... a #bleachbag - a bag I put items that need squirting with 20:1 #bleach before coming into house - is not one of them #covid #coronavirus #issues #problems now hands smell like a municipal swimmingpool ... ???????,2,"['of', 'all', 'the', 'uses', 'and', 'misuses', 'of', 'a', '#', 'supermarket', '#', 'plastic', '#', 'bag', '...', 'a', '#', 'bleachbag', '-', 'a', 'bag', 'i', 'put', 'items', 'that', 'need', 'squirting', 'with', '20:1', '#', 'bleach', 'before', 'coming', 'into', 'house', '-', 'is', 'not', 'one', 'of', 'them', '#', 'covid', '#', 'coronavirus', '#', 'issues', '#', 'problems', 'now', 'hands', 'smell', 'like', 'a', 'municipal', 'swimmingpool', '...', '?', '?', '?', '?', '?', '?', '?']","['us', 'misuse', 'supermarket', 'plastic', 'bag', 'bleachbag', 'bag', 'put', 'item', 'need', 'squirt', 'bleach', 'come', 'house', 'one', 'covid', 'coronavirus', 'issue', 'problem', 'hand', 'smell', 'like', 'municipal', 'swimmingpool']"
560,40797,One fallout is for sure due to the #COVID2019 #Corona #coronavirusindia pandemic. Thousands of flats in Prime locations in Mumbai and other metros will be up for re-sale at bargain bottom prices. This is a once in a lifetime opportunity.,2,"['one', 'fallout', 'is', 'for', 'sure', 'due', 'to', 'the', '#', 'covid2019', '#', 'corona', '#', 'coronavirusindia', 'pandemic', '.', 'thousands', 'of', 'flats', 'in', 'prime', 'locations', 'in', 'mumbai', 'and', 'other', 'metros', 'will', 'be', 'up', 'for', 're-sale', 'at', 'bargain', 'bottom', 'prices', '.', 'this', 'is', 'a', 'once', 'in', 'a', 'lifetime', 'opportunity', '.']","['one', 'fallout', 'sure', 'due', 'corona', 'coronavirusindia', 'pandemic', 'thousand', 'flat', 'prime', 'location', 'mumbai', 'metro', 'bargain', 'bottom', 'price', 'lifetime', 'opportunity']"
561,41119,"Despite the #covid-19 outbreak, some agtech companies have been getting traction in their ramp-ups. @greentechlady believes this is driven by the growing consumer interest to remove ""synthetics"" from the food system.

#SFi #Agtech #climatechange
https://t.co/lhb8P0I96s",2,"['despite', 'the', '#', 'covid-19', 'outbreak', ',', 'some', 'agtech', 'companies', 'have', 'been', 'getting', 'traction', 'in', 'their', 'ramp-ups', '.', '@', 'greentechlady', 'believes', 'this', 'is', 'driven', 'by', 'the', 'growing', 'consumer', 'interest', 'to', 'remove', '``', 'synthetics', ""''"", 'from', 'the', 'food', 'system', '.', '#', 'sfi', '#', 'agtech', '#', 'climatechange', 'https', ':', '//t.co/lhb8p0i96s']","['despite', 'outbreak', 'agtech', 'company', 'get', 'traction', 'greentechlady', 'believe', 'drive', 'grow', 'consumer', 'interest', 'remove', 'synthetic', 'food', 'system', 'sfi', 'agtech', 'climatechange', 'http']"
562,34450,"Important campaign, but would be even better if it was for full citizenship, extending to social care, food delivery, supermarket workers...  https://t.co/CzXH9HnMZM",2,"['important', 'campaign', ',', 'but', 'would', 'be', 'even', 'better', 'if', 'it', 'was', 'for', 'full', 'citizenship', ',', 'extending', 'to', 'social', 'care', ',', 'food', 'delivery', ',', 'supermarket', 'workers', '...', 'https', ':', '//t.co/czxh9hnmzm']","['important', 'campaign', 'would', 'even', 'good', 'full', 'citizenship', 'extend', 'social', 'care', 'food', 'delivery', 'supermarket', 'worker', 'http']"
563,36287,"I understand that #toiletpaper went like hot cakes when #coronavirus first landed on the scene -  but why is it not back?!

Someone educate me please...",2,"['i', 'understand', 'that', '#', 'toiletpaper', 'went', 'like', 'hot', 'cakes', 'when', '#', 'coronavirus', 'first', 'landed', 'on', 'the', 'scene', '-', 'but', 'why', 'is', 'it', 'not', 'back', '?', '!', 'someone', 'educate', 'me', 'please', '...']","['understand', 'toiletpaper', 'go', 'like', 'hot', 'cake', 'coronavirus', 'first', 'land', 'scene', 'back', 'someone', 'educate', 'please']"
564,40819,Just did a small research. There is absolutely no way of buying masks online in Finland which are certified as FFP2 or N95. Only option is to go to shopping centers in person to check if they have those masks. What was I expecting? Even the government was deceived. #COVID2019,0,"['just', 'did', 'a', 'small', 'research', '.', 'there', 'is', 'absolutely', 'no', 'way', 'of', 'buying', 'masks', 'online', 'in', 'finland', 'which', 'are', 'certified', 'as', 'ffp2', 'or', 'n95', '.', 'only', 'option', 'is', 'to', 'go', 'to', 'shopping', 'centers', 'in', 'person', 'to', 'check', 'if', 'they', 'have', 'those', 'masks', '.', 'what', 'was', 'i', 'expecting', '?', 'even', 'the', 'government', 'was', 'deceived', '.', '#', 'covid2019']","['small', 'research', 'absolutely', 'way', 'buy', 'mask', 'online', 'finland', 'certify', 'option', 'go', 'shop', 'center', 'person', 'check', 'mask', 'expect', 'even', 'government', 'deceive']"
565,40855,the article only glancingly touches upon you profiteering off the disaster by selling supplies to needy people with a markup.  this is apparently a substantial game mechanic! iÂm super fascinated by this especially in light of stores marking up prices during the COVID-19 crisis,0,"['the', 'article', 'only', 'glancingly', 'touches', 'upon', 'you', 'profiteering', 'off', 'the', 'disaster', 'by', 'selling', 'supplies', 'to', 'needy', 'people', 'with', 'a', 'markup', '.', 'this', 'is', 'apparently', 'a', 'substantial', 'game', 'mechanic', '!', 'iâ\x92m', 'super', 'fascinated', 'by', 'this', 'especially', 'in', 'light', 'of', 'stores', 'marking', 'up', 'prices', 'during', 'the', 'covid-19', 'crisis']","['article', 'glancingly', 'touch', 'upon', 'profiteer', 'disaster', 'sell', 'supply', 'needy', 'people', 'markup', 'apparently', 'substantial', 'game', 'mechanic', 'super', 'fascinate', 'especially', 'light', 'store', 'mark', 'price', 'crisis']"
